date,tweet,year,hour,month,day,RT_flag
2020-02-29 14:59:53,"RT @tama_punpa: ドラッグストア店員の思いです。
私たちも同じ人間です。
ありがとう、頑張ってねが一個でもあれば良いのに。
すみません、申し訳ございませんばかりで疲れました。
#コロナウイルス https://t.co/Lf9XU5Ddjh",2020,14,2,29,True
2020-02-29 14:59:53,"RT @1tGgU7xoYmJYFAW: @06pink14 差別と区別を混同してる人が多過ぎると思います。
差別と区別をしっかり教育して欲しい。

学校は日教組があるので家庭で教えて欲しい！",2020,14,2,29,True
2020-02-29 14:59:53,"RT @tama_punpa: ドラッグストア店員の思いです。
私たちも同じ人間です。
ありがとう、頑張ってねが一個でもあれば良いのに。
すみません、申し訳ございませんばかりで疲れました。
#コロナウイルス https://t.co/Lf9XU5Ddjh",2020,14,2,29,True
2020-02-29 14:59:53,"RT @tama_punpa: ドラッグストア店員の思いです。
私たちも同じ人間です。
ありがとう、頑張ってねが一個でもあれば良いのに。
すみません、申し訳ございませんばかりで疲れました。
#コロナウイルス https://t.co/Lf9XU5Ddjh",2020,14,2,29,True
2020-02-29 14:59:53,RT @omt_kun: バックで犯されてるところがちゃんと見えるように。締りの良さ、感度、スタイルが最上級のドMちゃん19歳。罪悪感を抱えたままそれでも快楽に負けてしまうところがとっても可愛かった。鏡越しに見える歪んだ表情は僕しか知らないんだよね。笑 https://t.co…,2020,14,2,29,True
2020-02-29 14:59:53,"RT @tama_punpa: ドラッグストア店員の思いです。
私たちも同じ人間です。
ありがとう、頑張ってねが一個でもあれば良いのに。
すみません、申し訳ございませんばかりで疲れました。
#コロナウイルス https://t.co/Lf9XU5Ddjh",2020,14,2,29,True
2020-02-29 14:59:53,"RT @tama_punpa: ドラッグストア店員の思いです。
私たちも同じ人間です。
ありがとう、頑張ってねが一個でもあれば良いのに。
すみません、申し訳ございませんばかりで疲れました。
#コロナウイルス https://t.co/Lf9XU5Ddjh",2020,14,2,29,True
2020-02-29 14:59:53,"RT @o_oh___: 私は日本も台湾も好きだから、どちらかを極端に称えたり貶したりする意図はない。
ただ新型肺炎に関して、日本では専門家の意見も聞かない場当たり的な国策による感染拡大や、高額転売、品薄、デマの流布や買占めでグダグダな状況で、
周りの人が自国の状況がマシだって…",2020,14,2,29,True
2020-02-29 14:59:53,"RT @tama_punpa: ドラッグストア店員の思いです。
私たちも同じ人間です。
ありがとう、頑張ってねが一個でもあれば良いのに。
すみません、申し訳ございませんばかりで疲れました。
#コロナウイルス https://t.co/Lf9XU5Ddjh",2020,14,2,29,True
2020-02-29 14:59:53,RT @fffenichan: みんなが、好きって気持ちが推しにちゃんと届いてるか不安っていうようにおれだってみんなに好きな気持ちとか大切だと思ってる気持ちが届いてるか最近凄く不安だよ。少しずつ数字が増えてきて1人1人に伝えるのが難しくなってきて少し悲しいけど思ってるからほんと…,2020,14,2,29,True
2020-02-29 14:59:52,"RT @tama_punpa: ドラッグストア店員の思いです。
私たちも同じ人間です。
ありがとう、頑張ってねが一個でもあれば良いのに。
すみません、申し訳ございませんばかりで疲れました。
#コロナウイルス https://t.co/Lf9XU5Ddjh",2020,14,2,29,True
2020-02-29 14:59:52,"RT @Hattori_0512: 「なんでそんなグループ名にしたんですか？」

「まず、聴く気は起きないでしょ？で、しばらく経った後に後悔するんです。あ、話してみたら意外と良いやつだった、みたいな。狙いはそこで。名前や見た目なんて飾りに過ぎないんです、ただの飾り」

「正直に…",2020,14,2,29,True
2020-02-29 14:59:52,"RT @shibatajun: 現政府への怒りをぶちまけたら、

どうして左翼、パヨクになってしまったんですか？
なんで左翼的な発言をするようになってきたんですか？
みたいなことを言われた。

まだアホがたくさんいるんだなぁと思いました。

こちらからは以上です。",2020,14,2,29,True
2020-02-29 14:59:52,"RT @ISOKO_MOCHIZUKI: 全国の小中高の休校を突如、要請しておきながら #安部首相 と #長谷川栄一広報官 によるあんなグダグダの台本通りの会見で終わらせるな。

安部首相はもう一度、会見を開き、海外含め幅広い分野の記者からの質問受け、国民の疑問に真摯に答えるべ…",2020,14,2,29,True
2020-02-29 14:59:52,"RT @tama_punpa: ドラッグストア店員の思いです。
私たちも同じ人間です。
ありがとう、頑張ってねが一個でもあれば良いのに。
すみません、申し訳ございませんばかりで疲れました。
#コロナウイルス https://t.co/Lf9XU5Ddjh",2020,14,2,29,True
2020-02-29 14:59:51,"RT @MAPPA_Info: ✔#それがドロヘドロ 魔の７

厳選されたシーンから
線撮+本撮シーンをご紹介！⑦

担当者💬
”原作の心は表情のバリエーションが多く、生き生きとしてます。原作になんとか近づけたいと考えながら描いてました。心の強さを表現する為目の近くで攻撃をくら…",2020,14,2,29,True
2020-02-29 14:59:51,"RT @tama_punpa: ドラッグストア店員の思いです。
私たちも同じ人間です。
ありがとう、頑張ってねが一個でもあれば良いのに。
すみません、申し訳ございませんばかりで疲れました。
#コロナウイルス https://t.co/Lf9XU5Ddjh",2020,14,2,29,True
2020-02-29 14:59:51,"RT @tama_punpa: ドラッグストア店員の思いです。
私たちも同じ人間です。
ありがとう、頑張ってねが一個でもあれば良いのに。
すみません、申し訳ございませんばかりで疲れました。
#コロナウイルス https://t.co/Lf9XU5Ddjh",2020,14,2,29,True
2020-02-29 14:59:51,RT @miura_hideyuki: かなり突っ込んで書いているけど、現場も社の上層部もこれは本気で怒った方が良いと思います。日本のジャーナリズムの恥です。ここで本気で闘わないと、僕たちは本当に読者や視聴者から見放されてしまう,2020,14,2,29,True
2020-02-29 14:59:51,"RT @tama_punpa: ドラッグストア店員の思いです。
私たちも同じ人間です。
ありがとう、頑張ってねが一個でもあれば良いのに。
すみません、申し訳ございませんばかりで疲れました。
#コロナウイルス https://t.co/Lf9XU5Ddjh",2020,14,2,29,True
2020-02-29 14:59:51,"RT @tama_punpa: ドラッグストア店員の思いです。
私たちも同じ人間です。
ありがとう、頑張ってねが一個でもあれば良いのに。
すみません、申し訳ございませんばかりで疲れました。
#コロナウイルス https://t.co/Lf9XU5Ddjh",2020,14,2,29,True
