hour,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35
0.0,97,86,49,24,53,47,36,22,32,4,56,19,58,13,56,10,7,4,12,11,22,22,44,55,17,31,20,20,4,12,2,7,5,5,9
1.0,87,85,39,21,52,52,30,23,38,9,43,13,40,10,40,5,5,9,20,13,13,16,32,53,33,53,34,15,10,5,1,3,4,7,15
2.0,81,139,32,20,66,70,27,22,34,9,76,14,50,10,34,11,7,19,26,40,16,19,49,65,19,55,26,20,11,8,5,7,4,7,12
3.0,150,175,68,31,92,86,48,30,47,18,100,30,53,13,73,16,16,13,29,117,34,40,57,108,34,49,66,29,16,8,2,9,14,18,18
4.0,70,107,41,15,66,53,49,28,43,8,116,32,48,9,51,5,9,15,21,57,28,28,52,90,26,40,49,18,11,14,2,10,6,12,15
5.0,96,101,40,15,51,78,44,21,41,12,68,30,61,10,57,10,9,19,28,29,13,29,33,79,23,34,56,28,11,5,0,5,9,8,15
6.0,98,145,38,26,55,73,71,14,36,9,83,50,50,8,50,7,17,15,24,12,16,25,40,86,26,26,49,34,16,6,4,4,12,9,19
7.0,116,120,50,22,60,89,72,31,33,11,86,47,57,14,69,7,13,22,27,18,23,31,59,82,36,29,63,28,16,12,1,6,7,14,14
8.0,135,156,46,29,67,97,58,36,54,10,131,55,53,19,54,9,11,23,24,21,25,18,70,122,34,24,65,35,19,6,2,11,2,15,13
9.0,144,178,61,35,84,106,91,38,65,11,122,66,50,17,76,18,16,12,34,28,25,41,93,156,33,42,100,47,27,12,2,7,13,24,31
10.0,133,157,49,37,93,97,85,24,61,21,117,64,52,10,85,6,16,19,40,17,31,42,99,152,30,33,62,40,21,10,4,13,15,22,15
11.0,181,194,65,48,94,116,82,45,55,16,125,82,61,20,77,23,22,21,28,32,32,42,95,173,37,24,56,47,28,10,7,11,17,18,30
12.0,171,209,58,53,110,134,108,35,54,12,138,83,61,16,111,17,13,30,36,30,37,52,105,169,30,36,82,53,38,10,7,9,13,25,22
13.0,212,234,85,61,91,133,104,33,72,14,132,100,50,18,121,18,21,19,50,39,38,72,117,204,51,47,74,58,35,11,6,23,11,14,21
14.0,195,197,74,88,111,116,111,51,69,16,115,83,66,21,106,19,19,27,50,26,39,57,92,146,40,41,68,61,22,11,5,5,12,25,32
15.0,153,127,43,67,61,93,73,24,44,9,82,67,41,7,74,15,17,13,34,29,28,41,80,141,31,19,36,42,31,9,6,9,6,18,18
16.0,92,85,18,33,49,58,42,17,27,4,68,33,36,6,30,9,10,13,14,13,16,32,46,71,27,9,23,16,11,6,1,3,5,10,16
17.0,57,52,14,20,35,35,23,12,18,2,33,9,16,2,21,4,5,3,15,6,13,20,24,42,12,4,17,16,8,7,3,1,6,3,11
18.0,37,28,15,15,17,23,20,5,9,0,13,10,15,4,8,3,4,2,7,6,7,12,18,28,10,7,6,11,4,5,1,6,1,5,7
19.0,40,32,13,11,16,14,19,5,5,1,12,2,9,4,15,3,7,3,7,3,3,12,18,18,8,2,4,8,2,2,1,1,3,1,3
20.0,30,36,6,5,13,16,12,7,7,0,9,2,7,2,11,4,3,0,3,1,7,3,15,12,3,9,3,7,2,4,0,3,2,3,2
21.0,38,34,19,13,24,28,20,12,11,3,27,11,25,6,25,3,6,3,4,1,10,12,18,29,10,4,17,10,4,5,0,5,2,6,2
22.0,66,69,16,19,44,42,26,13,19,9,53,19,41,6,39,5,2,4,13,13,12,12,26,42,16,17,20,19,7,4,2,2,6,11,12
23.0,74,99,25,31,55,64,25,22,29,18,52,23,54,9,43,16,12,10,19,19,22,16,32,54,28,28,29,37,6,7,4,8,4,10,21
