hour,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35
0.0,90,105,48,16,44,47,43,22,36,26,196,18,175,3,435,6,10,9,25,21,101,26,36,60,18,101,36,40,17,13,2,13,6,7,7
1.0,91,92,38,24,58,53,44,20,37,8,172,16,167,10,319,7,9,8,12,15,81,23,45,87,29,79,43,38,14,17,1,8,6,9,19
2.0,92,106,34,21,53,67,37,25,52,37,226,21,182,10,336,7,8,14,21,18,100,17,46,70,27,97,45,36,11,8,6,7,10,3,9
3.0,140,178,65,34,75,80,52,27,76,36,338,36,252,5,524,11,18,17,28,39,122,35,76,160,36,143,94,71,15,20,1,7,14,15,35
4.0,96,139,59,32,58,71,45,21,56,25,212,25,180,8,328,10,15,13,17,26,90,37,50,106,31,79,65,41,17,11,2,7,10,12,15
5.0,121,115,73,39,65,64,54,18,56,35,176,19,167,7,288,8,5,21,30,26,78,24,43,90,30,109,60,48,16,8,2,5,12,11,18
6.0,85,126,66,13,51,65,53,28,55,20,147,40,145,13,248,11,10,11,18,15,70,29,43,105,18,79,40,46,16,8,1,5,11,7,13
7.0,122,112,94,25,48,75,49,25,41,26,166,29,147,8,270,6,17,13,25,16,79,26,55,116,22,78,55,50,18,7,5,5,8,15,11
8.0,138,149,101,22,73,75,81,36,64,28,196,54,174,11,311,12,14,14,19,26,79,32,55,129,22,84,37,51,21,11,2,15,18,15,18
9.0,145,181,116,40,58,79,79,32,71,60,224,46,201,6,389,10,15,23,26,21,97,41,83,164,29,114,41,80,28,9,3,7,16,15,23
10.0,153,198,141,45,71,83,106,29,79,41,177,50,193,11,359,17,19,23,38,24,94,31,69,153,38,113,39,67,39,20,1,12,26,22,21
11.0,162,189,139,40,77,79,101,41,62,32,167,50,169,20,316,9,16,29,26,28,110,36,90,170,33,106,38,59,33,11,2,5,19,17,30
12.0,145,205,132,54,78,84,104,41,80,34,216,45,175,12,315,18,14,17,32,31,108,44,89,182,41,119,46,73,38,15,3,11,24,36,24
13.0,170,231,100,61,62,92,113,40,98,42,243,60,197,18,288,24,20,20,36,33,104,52,101,160,38,113,47,83,27,15,5,15,30,19,22
14.0,167,187,117,63,77,106,88,43,91,21,192,44,167,8,241,16,18,17,44,34,73,46,97,150,40,99,33,72,32,15,3,4,15,22,23
15.0,140,162,78,41,62,73,67,15,51,12,139,44,109,8,134,15,7,14,41,22,72,34,102,131,25,83,34,68,32,8,2,10,14,15,16
16.0,117,124,51,43,40,37,40,14,31,15,88,36,71,8,90,13,3,13,21,18,29,25,67,82,25,51,16,30,18,8,3,9,9,13,14
17.0,66,70,18,21,33,28,22,13,25,3,55,7,46,6,45,6,4,4,14,14,21,20,26,56,20,31,14,17,4,5,2,3,8,4,8
18.0,51,43,14,13,22,29,16,6,16,1,28,8,31,1,39,5,6,3,5,7,8,14,27,36,11,26,3,15,5,3,0,3,2,6,5
19.0,35,30,19,10,21,18,6,1,7,2,29,2,31,5,23,4,12,5,9,5,8,12,24,24,14,13,4,7,3,2,1,2,1,4,7
20.0,46,36,17,8,17,16,18,7,9,1,26,8,33,3,35,1,6,2,3,4,12,13,15,22,9,19,1,6,2,3,0,3,2,4,4
21.0,45,35,27,10,21,15,25,9,15,0,36,11,62,3,79,4,5,4,7,6,20,9,15,30,11,26,8,10,1,7,3,1,7,2,9
22.0,54,54,38,11,49,22,28,9,22,6,88,4,93,8,115,8,6,3,10,13,52,13,29,38,18,51,10,24,8,9,1,7,5,12,11
23.0,76,91,42,21,68,39,35,19,34,11,103,9,121,8,150,12,9,13,13,16,67,15,45,55,15,76,16,38,12,7,2,4,5,3,9
