hour,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35
0.0,78,74,21,18,48,56,26,25,28,6,35,14,14,7,32,8,3,14,23,6,10,16,26,37,16,7,28,15,8,6,2,4,5,5,15
1.0,84,63,22,22,57,64,19,18,24,11,36,16,20,7,27,6,5,9,20,8,11,19,21,53,17,7,32,16,11,4,2,3,3,9,14
2.0,104,53,18,22,61,57,33,24,22,4,42,12,21,10,32,12,15,9,19,9,16,13,39,50,18,9,50,18,9,4,5,4,6,9,13
3.0,137,91,33,27,81,103,43,33,36,9,60,23,25,15,47,16,13,17,31,19,8,40,62,92,20,12,78,34,15,10,3,15,9,10,15
4.0,104,82,37,23,67,71,30,25,25,14,61,12,13,6,23,5,7,11,19,15,10,30,44,76,28,9,56,19,12,3,0,6,7,7,16
5.0,98,57,35,14,69,59,33,16,25,6,46,13,16,7,30,10,8,13,28,12,12,31,40,71,12,8,38,25,15,5,4,7,4,8,15
6.0,75,75,26,18,66,80,24,26,17,8,48,15,12,10,22,13,7,19,21,8,10,21,38,65,17,6,33,23,9,6,1,5,9,11,16
7.0,107,98,36,20,76,64,29,37,20,13,49,21,15,8,28,7,13,9,15,9,11,23,46,68,26,10,22,20,13,8,2,6,7,9,12
8.0,124,115,22,24,64,79,42,23,38,10,56,24,19,12,36,9,7,21,27,8,8,22,59,108,21,15,46,40,17,8,2,9,5,11,17
9.0,144,119,50,48,82,82,52,41,42,7,62,27,26,10,43,9,15,22,32,20,11,39,57,125,31,8,42,37,14,6,1,8,10,22,18
10.0,147,142,45,41,83,75,54,42,44,19,69,31,21,9,51,17,10,10,36,15,13,43,66,131,26,19,35,38,25,7,1,9,13,24,20
11.0,198,130,58,49,108,108,59,40,46,16,90,47,21,12,55,18,8,24,41,32,21,58,86,147,44,9,48,46,23,10,9,12,13,15,31
12.0,156,157,64,59,123,113,67,45,52,9,87,42,27,12,68,18,18,20,30,34,19,65,115,177,41,11,58,47,33,12,9,11,12,27,23
13.0,214,173,75,56,119,115,72,45,60,11,100,66,24,19,46,20,17,22,54,29,21,53,115,213,36,12,69,49,41,7,5,22,16,15,30
14.0,175,184,70,73,123,106,64,44,49,7,96,35,32,19,55,14,14,17,50,29,23,47,107,184,31,19,52,49,39,10,5,11,15,20,27
15.0,144,136,52,66,84,80,56,26,49,6,65,49,12,7,56,11,13,14,36,21,21,45,77,134,24,10,33,46,15,11,8,11,13,12,18
16.0,83,70,36,36,58,52,20,16,30,5,51,24,5,12,31,5,9,7,13,11,12,27,37,83,18,11,15,23,9,4,4,4,8,6,8
17.0,67,56,25,15,39,12,22,12,15,4,26,10,4,10,6,5,3,4,14,11,5,14,31,51,9,0,8,14,5,0,2,2,2,7,10
18.0,54,32,10,7,23,27,14,12,4,1,15,3,5,10,6,1,3,3,10,4,2,16,24,25,8,5,5,13,3,1,2,3,1,2,6
19.0,41,36,6,6,26,13,8,1,11,0,8,3,2,3,3,2,7,7,10,7,4,7,17,20,9,4,5,8,3,2,2,6,4,4,8
20.0,41,25,9,8,24,16,16,4,3,1,7,10,4,2,3,5,3,3,7,4,2,8,14,15,6,1,3,5,1,3,0,1,2,2,7
21.0,49,31,22,9,48,17,18,3,7,1,11,2,8,7,9,4,3,6,8,7,4,12,21,26,9,2,9,5,6,4,1,2,2,1,3
22.0,59,60,19,21,49,39,17,17,13,6,38,11,14,5,25,6,3,5,7,6,14,12,26,41,14,10,19,25,9,6,1,5,6,6,5
23.0,96,83,29,31,75,55,38,28,25,3,45,16,19,6,30,8,8,9,15,6,17,11,44,55,21,13,32,23,8,4,3,7,7,7,15
