hour,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21
0.0,337,142,129,349,342,110,217,145,151,20,6,10,6,15,11,25,1,1,8,3,9
1.0,375,177,125,281,352,132,242,147,170,16,2,6,11,16,5,22,3,4,4,17,3
2.0,309,155,120,300,327,110,263,153,185,17,5,8,7,8,9,15,0,1,2,12,7
3.0,321,165,146,316,347,119,257,161,193,19,2,8,5,18,5,24,4,3,2,16,7
4.0,325,136,128,330,342,101,274,153,145,27,5,8,9,23,5,24,2,2,4,3,6
5.0,298,147,140,269,321,102,243,136,160,25,4,8,2,13,10,21,3,1,8,8,15
6.0,264,125,145,291,333,99,265,151,179,21,2,3,2,21,4,18,4,3,3,14,7
7.0,339,153,130,288,329,84,302,152,168,28,5,5,8,24,8,26,1,4,6,13,11
8.0,347,138,160,364,386,125,265,143,187,17,5,10,4,16,2,23,1,2,8,23,9
9.0,349,161,169,341,422,136,326,213,215,18,8,12,5,12,7,24,2,2,3,14,11
10.0,411,219,222,478,469,150,365,266,255,25,2,4,11,20,11,36,3,1,6,14,23
11.0,521,167,230,576,633,180,471,283,305,17,3,10,2,21,10,39,3,7,8,27,15
12.0,528,154,229,447,683,179,463,315,269,48,7,11,6,27,12,37,3,5,9,21,22
13.0,554,160,256,485,725,216,527,329,342,42,8,10,9,22,16,45,3,7,9,14,9
14.0,516,142,261,528,642,209,467,314,371,36,6,7,3,16,18,43,4,5,7,20,19
15.0,345,123,178,279,507,139,407,222,256,28,6,6,6,15,17,34,2,5,6,24,24
16.0,224,74,116,199,276,64,242,120,110,16,8,2,9,8,8,18,2,4,5,18,5
17.0,87,50,75,82,159,40,135,67,73,7,4,3,3,8,7,14,1,2,3,7,1
18.0,64,30,39,44,100,16,77,18,38,4,1,2,3,10,3,10,1,2,1,8,0
19.0,46,23,32,34,57,17,56,18,30,4,0,3,1,8,5,1,0,0,3,7,2
20.0,69,40,26,46,70,14,45,32,22,7,0,0,1,6,4,5,0,0,2,4,3
21.0,148,58,55,88,129,44,101,46,37,12,1,1,0,2,5,11,1,2,5,3,2
22.0,284,135,92,201,262,115,160,91,89,21,0,4,5,5,7,17,1,3,1,11,4
23.0,309,182,131,241,395,113,230,125,126,15,1,8,5,16,6,22,1,3,6,13,1
