hour,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35
0.0,100,59,28,16,80,44,22,28,15,8,47,12,16,9,45,4,11,7,26,10,32,17,45,73,23,11,24,22,6,4,1,4,4,7,9
1.0,76,54,25,19,67,53,28,25,16,7,55,8,26,7,42,8,4,8,18,13,16,20,31,70,24,19,43,12,10,7,0,10,4,8,10
2.0,95,58,20,20,81,50,33,18,29,13,42,15,18,6,35,8,8,13,15,16,22,26,31,51,22,6,42,18,10,4,2,4,7,10,15
3.0,130,90,46,27,122,83,40,38,38,12,82,15,28,8,59,9,11,17,32,8,29,22,50,128,33,14,55,44,10,7,1,12,11,13,16
4.0,114,70,36,16,87,49,27,25,28,4,68,15,10,4,36,10,6,7,18,4,25,24,45,71,29,12,38,28,10,6,2,4,8,4,18
5.0,99,91,39,25,74,70,25,16,30,8,35,9,21,13,21,7,6,8,20,12,12,20,34,85,35,14,61,16,4,7,1,7,6,3,14
6.0,92,78,29,10,74,76,34,18,17,4,38,21,14,7,34,6,7,14,18,11,21,27,38,79,25,9,44,28,13,4,5,3,4,3,9
7.0,90,61,31,19,61,65,28,26,24,3,54,17,15,11,39,24,12,7,13,14,23,36,43,106,29,7,27,16,12,4,0,3,9,17,16
8.0,133,85,35,26,80,56,32,32,26,10,49,20,20,15,28,8,11,12,26,10,16,27,56,104,36,10,33,22,22,3,4,7,9,22,17
9.0,178,92,48,33,83,75,40,37,42,7,76,27,22,13,31,10,11,9,35,18,17,42,54,121,40,15,30,25,20,12,3,7,10,17,24
10.0,142,103,53,26,88,85,42,38,37,5,71,27,19,10,54,14,16,12,36,11,21,39,46,123,38,23,33,38,16,5,3,11,9,20,21
11.0,174,134,61,49,93,93,58,30,43,12,85,43,31,10,66,12,14,21,34,19,27,40,87,169,27,14,46,39,24,11,2,9,19,20,33
12.0,165,158,42,55,109,103,57,57,54,12,97,46,29,12,74,10,21,18,44,25,40,64,105,168,39,16,37,44,41,14,5,7,12,19,24
13.0,176,167,60,54,123,123,65,41,61,17,108,47,35,16,60,13,20,28,37,28,28,68,119,179,45,26,53,59,32,7,5,12,14,17,32
14.0,185,138,55,54,80,85,60,45,38,7,109,40,30,14,64,11,20,21,33,26,21,73,75,155,51,13,33,58,32,9,5,9,8,25,20
15.0,136,121,30,48,81,62,52,27,32,5,81,22,18,8,52,15,23,18,29,22,13,42,42,143,35,9,25,39,17,9,5,9,8,6,15
16.0,91,56,22,24,62,43,26,21,26,2,43,17,8,7,19,12,5,12,23,7,9,26,27,76,17,5,11,27,10,6,3,3,11,10,7
17.0,59,46,10,19,32,29,10,8,16,2,31,15,6,6,10,7,9,4,11,6,10,21,20,42,15,5,14,9,2,2,2,11,5,1,3
18.0,51,29,11,13,17,15,10,5,5,1,14,1,8,8,14,2,8,6,7,2,6,14,11,33,6,5,9,5,5,1,2,1,3,0,8
19.0,36,24,16,16,25,14,7,10,6,0,18,5,3,3,2,5,10,4,7,3,4,14,17,21,11,3,8,6,4,0,0,3,2,6,10
20.0,33,22,10,7,22,17,6,6,9,3,15,1,6,4,4,2,2,0,8,5,8,7,11,14,7,2,3,1,3,2,2,4,2,5,2
21.0,50,31,15,12,25,22,12,3,12,1,17,4,6,6,12,4,3,6,8,5,12,11,18,28,13,7,8,12,10,5,2,3,3,7,8
22.0,64,67,21,12,38,27,26,18,32,5,26,6,8,4,27,8,4,8,11,13,8,20,31,43,19,6,17,15,7,5,0,8,1,8,6
23.0,107,83,18,21,72,46,37,29,20,14,35,8,20,7,26,10,5,6,13,17,12,18,41,60,26,6,18,29,9,3,2,4,6,9,16
