hour,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35
0.0,66,57,22,21,62,42,27,27,22,7,41,7,21,5,28,8,10,7,16,7,11,17,42,46,17,9,22,12,14,7,2,8,6,7,13
1.0,85,69,25,22,62,61,27,28,23,7,45,11,15,11,28,9,11,10,16,9,9,20,29,62,22,12,61,19,11,6,1,1,6,6,15
2.0,101,65,37,18,70,63,27,22,22,6,47,20,19,8,23,9,4,11,23,12,9,12,26,50,21,4,47,27,12,11,0,2,7,15,9
3.0,136,106,43,33,96,88,43,27,30,5,72,30,24,6,53,17,19,15,22,18,18,31,48,127,37,15,68,44,15,7,6,6,8,12,15
4.0,103,73,26,17,86,76,29,23,23,3,56,17,18,6,29,14,12,15,14,7,15,29,41,73,18,4,40,29,17,6,1,4,3,18,9
5.0,93,68,34,17,56,61,20,22,28,4,37,7,21,5,31,6,10,11,25,19,7,26,38,75,18,9,45,33,8,11,4,3,6,10,12
6.0,98,66,31,20,75,69,30,26,26,6,47,17,11,3,27,11,12,11,33,9,11,25,33,65,26,11,46,26,6,6,3,1,10,6,12
7.0,114,74,40,32,77,65,39,20,20,4,55,20,19,7,29,8,10,16,17,11,14,28,48,79,34,12,38,27,16,6,5,6,6,15,24
8.0,149,73,37,30,70,76,48,26,34,6,51,22,17,9,29,9,12,19,18,13,15,34,43,110,41,13,37,38,17,7,3,11,6,16,12
9.0,160,104,56,22,93,71,41,36,35,25,79,17,31,8,99,8,14,20,27,9,16,41,57,144,41,10,47,48,23,8,6,7,8,19,17
10.0,164,127,48,35,96,89,60,35,39,28,78,33,22,13,91,19,21,19,35,25,18,46,62,158,41,15,53,50,17,9,3,7,9,22,25
11.0,199,141,74,40,93,99,42,47,43,19,92,41,30,8,81,24,16,20,37,17,22,67,85,153,54,21,53,51,30,15,1,11,13,28,19
12.0,181,145,76,60,121,107,80,54,74,15,101,35,31,8,63,23,19,17,36,28,28,57,105,156,55,21,58,46,29,11,1,8,9,20,23
13.0,192,151,55,58,128,117,64,41,51,13,115,46,23,9,69,22,16,28,32,33,17,51,86,178,50,16,59,48,24,8,5,7,7,19,42
14.0,207,160,48,67,131,118,69,40,47,10,116,67,24,27,64,14,13,21,53,26,19,55,84,162,57,13,62,45,22,4,6,12,16,19,32
15.0,151,124,42,61,73,85,53,41,41,10,75,40,24,12,53,5,11,15,35,17,10,47,63,146,45,7,28,36,20,6,7,14,13,8,15
16.0,98,88,23,39,45,33,34,13,25,3,50,12,6,8,18,10,6,10,25,11,9,21,53,62,21,10,17,20,12,5,5,4,8,8,11
17.0,60,40,28,23,35,29,16,7,14,4,30,7,4,7,12,4,3,6,13,7,7,17,25,37,18,6,9,14,6,4,1,5,4,10,4
18.0,45,16,14,10,31,13,20,5,7,0,20,7,7,5,9,1,2,5,8,0,7,9,21,32,9,7,0,9,8,1,1,4,1,5,3
19.0,35,19,5,7,25,14,12,4,5,0,12,4,4,7,12,3,8,1,5,4,3,13,14,12,8,4,7,7,4,4,1,1,2,2,5
20.0,39,28,15,8,16,14,15,9,9,0,12,3,10,6,8,2,1,5,2,1,7,11,9,20,8,5,2,4,0,1,0,1,0,1,5
21.0,49,38,24,8,38,22,9,8,15,4,15,5,11,7,37,2,7,5,7,5,26,12,21,26,16,6,14,5,7,2,2,5,3,8,7
22.0,70,60,19,10,36,53,20,18,21,5,30,9,19,7,89,6,5,8,18,5,80,14,32,42,23,5,26,13,16,2,4,4,6,8,10
23.0,113,75,25,24,51,44,34,27,26,8,46,10,17,10,112,8,15,8,16,15,86,20,36,70,28,19,25,25,9,8,2,11,6,9,14
