hour,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35
0.0,83,121,26,14,55,52,33,27,22,4,54,11,23,5,32,12,7,18,25,14,18,30,37,71,22,8,13,27,17,11,1,7,6,9,11
1.0,115,116,31,21,64,47,29,21,23,16,53,25,15,7,35,15,12,18,16,14,12,19,56,91,23,12,20,41,10,8,3,5,10,10,15
2.0,114,113,34,27,66,63,39,21,33,9,54,17,24,10,38,14,8,19,31,22,12,21,54,77,23,15,27,27,14,12,1,5,9,12,15
3.0,129,122,34,20,72,65,37,23,19,12,63,26,24,8,33,9,22,21,28,21,29,27,64,94,20,9,28,27,15,14,3,5,6,8,20
4.0,98,114,35,30,66,65,41,24,19,15,59,33,28,12,39,14,8,14,30,12,15,23,55,110,24,11,33,37,11,9,2,4,8,10,22
5.0,111,117,36,28,61,70,46,27,15,12,55,18,18,10,52,10,10,18,24,18,18,32,51,70,21,15,39,27,13,8,3,5,10,12,11
6.0,105,118,39,24,58,94,54,22,16,18,48,30,25,10,31,8,7,16,21,16,15,26,61,75,21,14,34,31,14,10,4,3,5,5,21
7.0,122,123,40,18,53,74,36,32,36,10,55,39,23,10,26,9,16,23,27,13,15,28,58,94,32,8,27,34,21,4,1,6,8,9,20
8.0,123,147,42,30,66,104,51,21,22,7,64,33,25,9,44,12,5,27,30,16,12,40,84,99,30,11,36,36,21,7,5,11,6,27,20
9.0,152,128,50,48,66,80,36,23,33,12,82,65,22,10,52,20,6,34,27,19,16,36,52,129,26,13,41,43,31,12,7,9,4,23,20
10.0,135,136,53,44,77,83,63,42,32,11,71,49,26,5,46,15,16,21,43,26,18,32,81,138,26,15,33,42,18,8,4,7,5,17,24
11.0,178,175,61,55,96,99,53,45,51,11,87,65,28,16,59,13,16,18,32,30,24,56,97,157,21,24,43,62,28,12,7,18,8,35,30
12.0,200,176,81,67,86,115,58,43,54,13,123,67,31,6,73,9,23,25,46,21,22,56,127,152,33,26,52,63,27,8,6,10,17,30,19
13.0,186,197,54,71,78,104,71,35,49,8,117,61,25,15,63,17,24,27,46,32,26,72,115,164,35,38,70,60,28,14,9,10,11,25,21
14.0,177,266,66,92,98,104,68,40,47,9,90,55,30,11,68,20,23,24,40,34,24,58,110,149,33,19,47,54,31,6,19,7,19,19,30
15.0,143,144,38,57,62,107,61,28,32,7,74,62,21,10,106,9,11,14,40,23,17,46,81,132,21,16,44,64,32,6,4,5,3,15,16
16.0,91,84,38,37,53,47,26,19,27,2,40,30,15,3,22,7,8,11,20,9,16,21,49,90,15,11,32,22,17,4,3,8,9,5,10
17.0,66,45,11,20,30,28,25,6,23,1,23,12,5,5,10,5,4,4,11,8,11,23,35,26,15,5,9,12,5,5,3,5,4,2,9
18.0,59,22,14,14,21,24,6,5,6,0,10,8,10,8,5,8,5,2,9,4,2,14,20,30,6,2,8,8,4,3,1,2,5,2,2
19.0,32,26,9,9,16,16,6,5,6,0,12,3,8,3,5,1,7,1,10,2,6,5,22,21,5,2,7,7,2,3,0,2,1,2,8
20.0,37,26,9,4,20,17,7,7,3,1,6,0,7,3,9,0,8,2,3,5,5,6,10,14,6,7,5,5,3,1,0,0,2,3,4
21.0,60,40,16,12,21,20,10,8,8,0,8,8,5,7,8,4,6,3,4,5,2,20,16,31,11,10,13,6,3,4,2,0,1,3,4
22.0,60,55,11,18,41,43,22,17,15,5,32,17,12,8,25,6,0,4,10,4,12,21,26,33,14,10,17,18,13,5,0,8,1,7,8
23.0,87,62,23,25,53,48,32,27,19,13,41,10,20,14,40,15,10,10,24,6,11,25,29,48,15,13,27,20,14,6,3,6,5,6,18
