hour,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21
0.0,230,155,94,200,227,69,171,116,99,18,3,4,2,11,5,7,3,1,5,9,4
1.0,195,136,95,222,208,69,149,102,93,19,5,4,7,14,4,19,1,1,4,6,3
2.0,157,117,104,217,252,70,186,117,123,10,2,6,6,10,7,8,0,0,8,16,2
3.0,275,182,167,275,360,114,297,195,196,21,5,4,6,11,8,19,6,2,7,14,7
4.0,208,104,120,214,292,102,226,156,181,15,2,2,3,10,6,14,1,1,9,3,7
5.0,189,105,104,210,265,65,205,118,143,14,1,4,4,13,9,22,5,0,5,8,5
6.0,227,109,97,216,276,74,236,148,135,23,4,3,2,15,7,15,1,2,9,13,3
7.0,279,103,131,248,272,100,221,166,137,19,4,3,2,19,7,20,2,4,8,5,4
8.0,275,102,135,332,325,108,270,189,191,25,1,11,8,7,14,18,2,4,6,8,12
9.0,385,151,169,368,448,149,347,238,230,31,0,8,5,22,4,24,4,1,8,12,5
10.0,498,146,187,323,591,191,374,259,249,17,6,13,7,17,5,33,2,4,8,16,8
11.0,507,136,218,376,525,174,386,271,271,39,2,5,5,19,11,30,5,2,13,22,15
12.0,528,138,203,402,571,178,409,324,308,32,2,13,8,12,8,31,2,2,12,17,10
13.0,458,137,232,377,573,196,449,338,333,33,7,8,4,24,17,41,2,6,10,18,9
14.0,431,136,222,372,468,183,398,308,269,35,2,12,6,16,8,40,4,2,13,24,11
15.0,295,95,165,265,408,88,326,215,201,21,4,6,3,12,7,27,3,4,7,18,11
16.0,116,61,118,151,208,61,165,101,103,16,0,5,4,17,10,20,0,1,1,19,5
17.0,70,39,63,74,137,38,95,58,52,7,2,1,0,9,3,19,1,0,4,6,2
18.0,48,30,49,58,79,16,67,27,37,6,2,2,1,4,3,9,0,0,1,3,3
19.0,43,40,37,37,88,16,51,23,25,7,2,2,0,8,4,8,0,0,2,2,2
20.0,57,64,22,42,67,24,37,18,17,6,0,1,1,5,1,3,1,1,3,5,1
21.0,157,162,41,107,125,44,104,53,46,12,2,5,4,13,2,7,0,0,1,2,0
22.0,230,260,91,179,236,86,143,130,107,17,8,5,4,11,8,15,2,2,6,8,6
23.0,290,256,127,254,288,90,194,171,157,22,4,5,5,20,3,18,3,2,5,6,10
