hour,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35
0.0,112,88,36,24,58,40,37,20,27,10,47,12,26,3,20,8,10,7,25,9,8,22,36,55,12,12,15,19,21,118,4,2,5,6,10
1.0,124,87,27,20,61,68,31,25,42,7,66,20,19,14,35,16,6,8,29,11,13,23,58,77,19,13,24,30,15,56,5,10,5,8,23
2.0,101,107,30,21,71,47,44,24,39,11,53,12,30,6,43,10,18,12,23,10,17,29,64,75,29,12,29,26,12,37,3,3,8,5,17
3.0,134,121,40,16,56,60,37,22,27,12,64,18,19,6,30,9,19,20,23,18,13,31,58,105,20,10,30,34,16,34,3,8,9,13,13
4.0,84,111,35,15,59,70,52,34,38,15,56,21,24,6,35,10,11,22,20,13,14,27,66,78,21,19,37,31,18,28,5,6,7,14,10
5.0,113,92,45,21,57,65,53,18,26,9,69,27,22,6,31,12,8,18,32,10,15,24,48,91,27,14,23,20,13,20,5,5,10,15,7
6.0,99,106,36,31,56,69,38,30,38,11,50,25,14,12,41,9,12,19,21,17,15,31,67,95,22,8,14,25,15,16,5,6,5,14,11
7.0,112,112,42,34,56,87,37,44,29,14,50,42,16,9,33,10,10,23,19,72,14,35,91,109,29,12,40,27,21,15,1,10,14,5,10
8.0,126,133,56,41,63,63,39,26,35,14,55,32,26,2,37,9,18,18,35,12,11,28,65,105,18,9,34,36,25,16,4,5,5,11,21
9.0,147,124,42,30,70,75,58,29,39,9,72,36,27,12,43,10,19,27,33,27,17,46,84,110,27,13,29,35,16,19,2,8,8,19,21
10.0,148,103,52,31,68,78,55,43,29,15,68,49,16,11,37,13,11,17,40,31,13,37,65,149,20,6,24,41,11,7,1,9,10,19,18
11.0,200,148,47,36,97,97,44,44,40,13,87,69,22,13,62,12,17,22,29,26,14,48,73,122,15,17,35,39,29,25,8,13,7,21,20
12.0,188,140,52,51,86,99,57,42,61,16,74,95,27,10,54,16,21,15,39,22,19,60,82,243,23,15,35,42,20,16,2,3,18,17,22
13.0,196,202,69,68,85,114,65,46,51,20,100,61,29,15,60,13,22,28,34,28,20,56,120,156,33,14,33,53,25,16,9,9,16,18,30
14.0,200,150,60,75,85,90,65,42,44,15,98,55,30,19,68,11,12,23,48,30,25,49,103,151,48,17,46,48,17,10,5,6,16,25,26
15.0,159,144,50,63,68,67,70,23,47,9,102,39,27,7,56,13,18,17,38,34,18,36,70,139,28,14,27,47,19,6,7,9,8,11,20
16.0,100,91,31,48,48,57,47,25,25,3,62,24,11,11,27,13,6,10,19,14,9,28,54,99,25,12,19,34,14,5,4,7,4,4,11
17.0,60,83,21,21,23,28,27,13,12,1,32,17,16,16,13,6,3,10,12,11,9,23,38,44,19,14,14,14,6,9,2,5,8,2,7
18.0,43,28,9,15,18,26,19,9,12,2,18,7,7,4,4,4,2,6,5,7,8,13,18,36,7,3,7,11,9,2,2,1,4,6,7
19.0,36,27,8,6,25,18,20,5,6,2,17,5,11,4,9,5,8,5,6,3,2,9,24,18,11,3,10,3,3,2,2,1,2,4,7
20.0,45,28,9,7,20,10,12,2,5,0,9,4,8,3,9,2,2,2,6,2,1,10,15,26,5,4,4,5,5,1,1,2,1,4,4
21.0,52,25,10,10,20,17,12,4,9,1,8,4,4,4,14,6,6,1,8,5,8,8,17,12,8,4,11,3,5,5,3,3,3,4,6
22.0,54,51,21,8,27,21,12,6,7,4,20,7,16,4,13,4,10,2,11,7,6,15,20,25,16,7,9,12,4,6,1,3,1,9,3
23.0,94,85,26,14,42,36,21,20,17,10,52,20,17,14,19,12,14,10,16,12,12,14,40,58,20,13,16,23,13,4,1,17,2,7,7
