hour,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0.0,108,92,16,81,33,25,35,30,21,117,9,14,11,8,6,12,21,1,6,4
1.0,114,83,32,83,24,32,57,34,26,111,10,17,10,4,12,10,18,3,6,2
2.0,132,86,18,75,48,30,26,37,28,110,7,11,4,8,6,8,20,3,3,2
3.0,131,116,35,134,56,58,42,40,54,161,11,20,12,5,10,15,29,3,5,4
4.0,134,78,31,89,71,38,31,38,36,123,6,13,8,8,9,6,25,0,5,2
5.0,102,57,27,78,45,36,44,29,38,118,9,21,8,3,7,10,28,3,5,1
6.0,115,79,16,72,44,23,48,31,36,103,11,15,7,4,11,7,17,3,5,1
7.0,129,67,27,56,58,35,46,42,46,147,9,22,6,3,9,12,30,1,4,3
8.0,127,103,31,98,74,40,43,34,37,183,15,14,9,9,6,17,30,3,5,4
9.0,152,115,38,122,67,52,55,53,57,269,12,20,17,6,9,14,39,2,5,2
10.0,148,126,42,130,73,46,66,60,42,251,14,20,9,7,20,22,37,1,5,5
11.0,186,141,55,178,103,51,71,60,76,338,23,19,20,13,21,17,26,9,3,8
12.0,189,171,57,172,111,63,78,65,88,301,19,25,17,9,28,17,28,3,10,4
13.0,194,174,51,208,104,64,103,60,64,297,19,26,18,8,17,18,42,7,11,5
14.0,173,124,56,200,116,74,96,69,77,256,23,27,10,9,27,16,43,3,6,9
15.0,139,101,35,165,71,49,67,43,59,191,24,14,11,2,20,17,16,3,2,4
16.0,115,38,29,83,45,27,41,32,26,137,6,17,5,3,12,9,15,1,4,0
17.0,80,31,10,47,30,12,19,26,22,72,7,14,7,2,12,9,7,2,6,2
18.0,42,22,13,34,15,9,12,19,11,37,1,3,3,2,3,3,4,0,2,2
19.0,46,20,11,24,8,19,17,12,9,44,5,5,6,1,7,4,4,1,1,0
20.0,46,26,14,19,17,13,16,16,9,51,3,4,3,6,1,5,8,1,2,0
21.0,60,66,11,54,36,24,26,12,10,90,5,9,6,10,2,9,10,3,1,1
22.0,84,160,24,83,31,36,56,20,22,163,9,12,6,15,3,13,28,4,8,2
23.0,148,132,31,107,58,43,56,46,34,163,11,17,7,11,12,13,32,7,11,3
