hour,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21
0.0,315,175,91,230,340,116,227,103,109,19,4,6,5,11,8,18,1,2,3,11,5
1.0,344,201,110,234,366,105,251,110,133,14,2,9,4,14,5,17,1,1,8,15,8
2.0,336,246,144,220,396,116,246,151,150,19,3,11,2,19,7,15,2,5,2,8,6
3.0,367,277,143,282,404,116,312,144,156,28,1,9,7,15,8,15,1,0,2,11,6
4.0,301,214,136,253,395,113,279,139,140,19,6,7,6,7,7,15,0,2,4,8,3
5.0,320,208,145,251,418,116,267,126,149,23,2,4,7,12,6,15,2,3,3,10,9
6.0,314,211,147,233,378,137,281,142,186,25,2,7,6,11,3,25,4,4,5,7,8
7.0,350,226,151,274,397,132,288,146,156,20,1,6,6,12,8,19,2,5,6,13,5
8.0,376,236,136,299,465,161,316,157,174,23,3,7,4,20,9,21,3,1,3,19,15
9.0,446,251,176,320,529,149,334,193,269,29,5,6,5,20,7,23,1,2,4,12,17
10.0,462,205,206,319,540,172,370,204,192,26,1,6,6,12,7,31,0,6,4,23,13
11.0,566,194,212,408,604,163,451,238,244,35,1,12,3,20,10,35,3,3,8,20,8
12.0,566,237,263,406,701,224,526,267,251,35,11,9,6,15,12,39,4,4,9,16,9
13.0,539,213,249,432,736,208,547,275,280,40,5,11,12,25,10,40,8,8,19,22,8
14.0,523,230,240,367,700,212,499,270,221,33,6,6,8,21,16,41,4,3,8,35,9
15.0,308,173,178,237,489,124,362,170,176,21,1,5,4,20,10,36,0,2,5,32,4
16.0,148,115,110,142,264,85,191,93,108,23,7,2,3,8,6,22,0,3,4,8,5
17.0,111,98,78,66,169,43,123,52,52,11,2,4,5,7,4,6,1,1,2,8,2
18.0,62,68,43,52,102,27,90,27,25,6,1,1,0,6,3,9,0,0,6,7,1
19.0,48,80,22,32,73,11,53,18,24,4,0,3,3,8,2,5,0,0,3,4,3
20.0,86,78,29,39,74,22,54,23,21,8,1,2,2,9,3,7,1,2,3,1,3
21.0,175,204,39,102,155,57,122,31,41,12,1,0,1,11,1,6,1,0,5,3,8
22.0,285,347,82,185,308,102,196,99,67,25,3,2,1,11,1,11,0,0,5,14,4
23.0,404,389,116,268,403,118,269,105,96,20,2,4,5,14,4,17,2,3,7,10,1
